equipment,est_peak_temp,num_companions,ticket,gender,distance_home,food_spend,age,runs
own,10,1,senior,male,125,0,78,8
own,15,1,child,female,104,0,14,11
own,-5,3,adult,female,52,19,49,4
rent,5,2,season,male,35,14,25,5
own,10,4,child,female,107,19,8,7
own,10,3,season,male,53,15,65,8
rent,25,2,senior,female,62,11,78,12
own,-0,0,season,female,19,9,41,7
own,15,0,season,male,15,23,42,10
own,15,1,senior,male,123,21,87,9
own,-0,0,adult,female,120,21,33,7
own,10,1,child,male,105,0,16,11
own,10,2,senior,female,27,23,64,7
rent,10,3,adult,male,52,10,51,8
rent,15,0,child,male,124,23,14,7
own,0,2,adult,female,94,19,28,7
own,25,1,season,male,31,0,61,12
own,0,2,adult,female,117,17,40,4
own,30,2,adult,female,44,20,22,14
own,5,1,senior,female,27,9,68,6
own,10,3,senior,female,134,23,62,5
rent,10,1,child,female,32,16,17,10
own,-10,0,senior,male,66,20,69,4
own,25,0,adult,male,102,26,38,11
own,0,2,season,female,32,22,68,5
own,10,4,senior,male,118,8,71,6
own,35,1,adult,male,183,12,30,15
rent,25,2,adult,female,14,14,22,12
own,25,0,adult,male,18,13,45,14
own,5,3,child,male,108,9,12,8
own,25,0,adult,female,100,8,27,15
own,-5,4,adult,female,39,9,56,5
own,15,4,season,female,31,0,51,9
own,5,2,adult,female,101,19,46,7
own,15,1,senior,male,16,15,69,10
own,25,2,adult,female,26,14,55,15
own,30,0,season,female,40,17,54,11
own,0,0,adult,male,62,21,56,7
own,10,2,adult,male,105,9,25,8
own,10,1,senior,male,56,0,66,10
own,-5,0,adult,male,30,11,53,6
own,5,2,senior,male,170,18,68,5
own,5,1,adult,female,28,17,28,10
rent,25,1,child,male,55,25,16,12
own,5,3,season,female,137,8,60,5
own,15,2,child,female,53,25,12,9
own,10,2,child,female,159,26,9,6
own,15,0,adult,male,172,0,47,14
own,20,4,adult,female,106,25,25,8
rent,-0,4,adult,male,100,20,41,3
own,10,1,adult,female,163,20,50,8
own,15,2,adult,female,115,18,39,9
own,15,1,child,female,163,24,15,10
own,-10,4,senior,male,47,13,63,4
own,-0,1,adult,male,12,11,20,6
own,5,1,child,male,50,28,12,6
own,-5,0,senior,female,57,12,73,7
own,10,3,adult,male,110,12,51,9
own,-10,3,adult,male,49,22,47,3
own,10,5,season,male,167,17,36,2
rent,-5,2,adult,female,16,18,48,4
rent,5,3,adult,male,42,9,36,7
own,20,0,adult,female,21,19,57,12
own,15,1,child,male,151,18,16,10
own,5,1,adult,male,175,7,43,7
rent,5,2,adult,male,42,25,49,8
rent,5,3,adult,male,118,11,33,5
own,15,1,adult,female,100,0,25,10
own,10,5,adult,male,12,25,60,7
own,20,3,season,male,182,16,58,8
own,10,1,senior,male,116,0,62,10
own,10,1,senior,female,33,25,63,5
own,5,1,child,male,61,17,10,8
rent,5,0,child,male,51,13,11,8
own,5,3,child,female,20,24,7,11
own,10,1,senior,female,162,11,75,7
own,-5,2,senior,female,171,0,68,7
own,0,1,adult,female,121,0,47,8
own,10,5,child,female,15,0,8,10
own,15,0,senior,male,31,14,66,11
own,15,1,adult,female,130,23,57,10
own,20,2,adult,female,113,21,22,8
own,-10,4,adult,male,51,16,56,2
own,5,3,child,male,36,22,15,8
rent,-5,0,season,female,111,0,47,4
own,0,0,senior,female,18,15,61,9
own,0,1,senior,female,109,11,73,7
own,20,0,senior,female,13,0,76,15
own,20,1,senior,male,51,0,74,12
own,5,3,child,male,174,11,10,9
own,15,2,adult,male,17,16,26,12
own,5,1,season,female,188,13,26,2
own,15,0,season,female,57,0,62,10
own,-0,1,adult,female,148,0,28,7
rent,10,1,adult,female,169,21,53,5
rent,20,2,senior,female,22,27,63,11
own,5,2,season,female,18,20,49,7
own,-0,1,senior,male,109,16,69,5
rent,5,0,adult,female,120,17,25,5
own,20,1,senior,male,173,24,70,4
own,5,1,adult,female,48,16,43,7
own,-10,1,adult,male,24,0,58,6
own,-5,3,child,female,54,16,17,4
own,10,2,adult,male,107,9,22,10
own,20,1,child,male,28,11,18,12
own,20,0,child,female,18,0,18,16
rent,5,3,adult,female,12,0,50,10
own,10,2,adult,male,29,9,36,11
rent,20,0,adult,male,113,23,44,10
own,-0,0,adult,male,97,10,49,8
own,0,2,season,male,166,26,43,1
rent,-0,2,child,male,102,28,14,3
own,10,1,adult,female,29,0,46,10
own,-0,1,child,male,128,9,10,4
own,5,2,adult,female,122,19,36,4
own,20,2,child,female,64,22,7,11
rent,-5,0,adult,male,31,0,60,6
own,15,1,adult,female,22,25,31,11
own,15,0,senior,female,37,12,61,12
own,15,2,senior,male,15,20,65,9
own,5,0,adult,male,34,18,51,8
own,15,2,season,male,159,0,47,8
own,20,3,adult,female,22,0,27,15
own,20,1,senior,male,33,14,62,10
own,-0,1,adult,male,93,0,26,7
own,15,2,senior,female,123,25,85,6
own,-15,1,child,female,23,11,12,3
own,20,1,adult,male,98,25,33,9
own,10,4,senior,male,105,16,71,6
own,10,1,child,male,169,24,6,7
own,5,1,adult,male,157,0,56,8
own,5,3,adult,male,22,6,34,8
rent,15,2,child,female,106,0,7,9
own,0,1,season,female,37,12,61,7
own,10,3,senior,male,87,15,83,7
own,15,2,adult,female,23,13,24,10
own,10,2,adult,female,23,7,58,10
own,15,0,adult,female,15,11,18,11
own,10,1,season,female,37,0,61,9
own,30,0,adult,male,52,28,19,13
own,-10,2,adult,female,168,0,22,4
own,10,0,adult,male,37,24,40,9
own,0,2,season,female,133,13,42,6
own,-0,0,adult,male,15,0,55,9
own,30,0,senior,female,17,23,66,14
rent,0,1,adult,female,32,0,49,7
rent,0,3,adult,female,182,0,26,4
own,10,1,adult,male,167,20,45,6
own,0,0,season,female,37,17,58,5
own,20,2,adult,female,175,18,47,9
own,15,1,senior,other,124,20,64,9
own,10,1,adult,female,17,11,31,8
own,10,1,adult,female,46,20,59,9
rent,25,2,child,male,101,15,11,10
rent,20,0,senior,female,93,18,82,10
own,10,1,adult,female,20,16,33,10
rent,-10,1,child,female,91,10,17,6
own,15,2,adult,male,61,8,36,10
own,10,2,adult,female,44,21,47,8
own,5,1,season,male,41,0,47,8
rent,-0,0,adult,male,56,10,56,10
own,25,2,child,female,180,20,7,10
own,40,1,adult,male,104,25,35,15
rent,5,3,adult,male,14,13,53,6
own,20,1,adult,female,163,0,55,12
own,-15,3,child,female,40,0,17,5
own,-5,3,adult,female,15,0,48,7
own,10,2,senior,male,116,20,73,7
rent,20,2,season,male,128,5,57,9
rent,5,5,season,male,55,9,39,4
own,5,2,season,female,129,0,47,8
rent,5,0,senior,male,16,13,65,6
own,15,2,senior,male,12,22,77,10
own,15,1,season,male,13,21,32,12
own,5,1,child,male,117,7,10,9
rent,20,3,senior,female,116,24,62,9
own,10,2,senior,female,37,14,71,12
rent,15,2,child,male,31,14,18,10
own,10,0,season,male,38,0,77,10
own,30,1,adult,male,45,0,31,15
own,10,1,child,male,174,23,17,6
own,5,3,season,male,53,10,39,9
own,30,2,child,male,22,20,16,14
own,5,2,season,female,59,28,47,2
own,5,0,adult,female,100,19,40,8
own,-10,3,season,male,156,1,36,2
own,-10,3,adult,male,111,0,45,3
own,10,2,adult,male,35,11,19,10
own,-10,2,adult,female,28,0,29,6
own,15,0,season,male,177,0,52,8
own,15,5,season,male,39,0,43,9
rent,10,0,adult,male,118,22,35,9
own,15,1,adult,male,137,0,52,8
own,15,1,child,male,15,0,9,14
own,35,1,child,male,104,6,7,18
own,10,3,adult,female,57,21,34,6
own,5,0,adult,male,100,0,53,10
own,25,1,adult,male,174,16,34,9
own,25,0,senior,male,168,23,74,8
own,15,1,season,male,130,0,49,10
own,-5,1,senior,female,56,15,70,7
own,15,1,adult,female,14,18,27,11
rent,10,1,child,male,122,0,17,9
own,-5,0,season,male,126,5,48,3
rent,15,1,child,male,49,19,9,10
rent,10,1,adult,female,80,0,33,10
rent,-10,0,adult,female,19,29,35,3
own,5,4,adult,female,49,0,28,10
own,5,2,adult,female,36,10,39,9
own,10,1,child,male,19,0,17,13
own,-5,3,adult,male,155,15,21,3
own,20,2,adult,male,99,10,18,13
own,20,1,child,male,22,0,17,15
own,5,1,adult,male,166,0,52,7
own,10,3,adult,male,15,0,60,12
own,10,2,senior,female,108,22,60,6
own,-5,1,child,female,186,0,12,3
own,25,0,adult,male,213,20,20,10
own,-0,0,child,male,31,0,5,9
own,15,0,child,female,36,6,8,13
own,20,5,adult,male,53,24,49,9
own,10,2,adult,female,35,13,27,9
own,15,2,adult,male,33,0,29,12
own,15,4,season,female,127,21,52,7
own,15,0,season,male,11,28,47,11
own,5,1,adult,male,113,8,32,8
rent,-5,2,adult,male,34,10,28,4
own,25,1,child,female,57,20,11,12
own,15,4,senior,male,11,0,63,11
own,15,1,senior,female,39,25,63,10
own,-10,2,adult,female,43,16,33,3
rent,15,1,senior,female,51,0,77,10
own,20,1,senior,male,20,19,60,12
own,25,2,adult,male,36,20,27,13
own,10,0,season,female,176,21,53,6
own,0,2,adult,female,28,24,36,8
own,15,1,senior,female,34,0,67,10
own,10,5,adult,male,44,24,49,7
own,25,2,adult,male,35,0,32,14
own,10,1,season,male,170,11,41,5
own,5,1,senior,male,169,17,77,6
own,15,1,child,male,166,12,15,11
own,5,1,season,male,108,28,72,3
own,5,3,child,male,33,17,9,5
own,15,1,adult,male,130,0,42,10
own,10,0,child,male,38,0,15,12
own,10,1,adult,female,162,13,30,8
own,20,1,adult,male,111,11,59,11
own,20,1,senior,female,23,13,72,12
own,0,2,season,female,136,25,38,3
own,0,1,adult,female,158,10,36,4
own,-5,2,child,male,27,0,8,7
own,25,0,adult,female,83,13,32,13
own,5,1,child,female,159,26,9,7
own,15,2,adult,female,179,7,30,9
own,-5,2,adult,female,19,17,51,8
own,5,3,senior,female,49,19,61,6
own,25,1,adult,female,36,8,30,14
rent,10,0,adult,male,127,0,31,9
rent,20,2,senior,male,20,27,70,9
own,0,1,senior,male,163,0,74,8
own,25,1,adult,female,100,6,21,13
own,15,1,season,female,15,11,34,8
own,20,6,child,female,21,0,7,15
own,15,1,adult,female,90,6,43,12
own,15,5,adult,female,60,9,36,10
own,-0,1,adult,female,117,0,47,8
own,20,1,season,female,47,0,50,11
own,-5,1,adult,female,103,16,40,5
own,0,2,adult,female,103,13,23,6
rent,10,1,senior,male,60,20,72,10
own,10,0,adult,female,109,23,21,6
own,5,2,adult,male,51,20,28,7
rent,10,3,season,female,13,24,58,6
own,15,2,adult,other,125,18,28,8
own,10,2,senior,male,104,9,71,6
own,5,0,adult,female,115,11,46,9
own,10,0,season,female,32,18,51,10
own,15,2,adult,male,38,15,58,10
own,5,2,adult,male,45,23,41,7
own,-5,2,child,male,21,0,8,7
own,15,1,senior,male,167,0,65,7
own,30,4,senior,male,50,14,75,14
own,-5,0,senior,female,123,0,61,5
own,5,0,child,other,97,13,11,8
rent,5,2,child,male,14,0,10,9
own,0,0,adult,male,33,21,56,7
own,15,0,senior,male,169,26,75,9
own,5,1,season,male,17,15,53,8
own,0,1,adult,male,42,18,56,7
own,15,1,adult,male,112,12,45,10
own,0,2,adult,male,100,17,21,7
own,15,1,season,male,62,0,40,12
own,5,1,adult,male,39,0,57,11
own,15,0,senior,female,59,0,65,12
rent,5,3,adult,male,41,20,24,4
own,25,2,senior,male,61,0,63,15
own,10,3,adult,female,123,0,26,9
own,20,2,child,female,15,15,7,13
own,-5,0,adult,male,132,0,40,8
rent,20,1,child,male,115,0,12,12
own,15,4,child,male,104,11,10,9
own,20,0,adult,male,123,12,49,10
own,-0,3,adult,male,37,18,44,7
rent,40,2,adult,female,194,8,60,17
own,10,0,senior,male,112,21,76,9
rent,-5,0,child,male,39,14,17,4
own,5,2,adult,male,11,14,55,8
own,15,1,child,female,117,0,12,10
own,10,3,adult,male,52,24,57,7
own,5,0,adult,male,55,10,32,9
own,15,4,senior,male,102,24,67,8
rent,5,1,child,female,124,15,14,6
rent,0,0,adult,female,32,0,32,10
own,-0,0,child,female,124,21,14,4
own,15,0,adult,male,181,17,42,8
own,-5,3,senior,male,178,11,82,1
own,10,0,child,male,113,0,6,12
rent,-10,1,senior,male,175,21,60,1
own,-0,3,child,male,10,20,15,7
rent,15,3,senior,male,44,10,64,6
own,20,1,child,female,129,13,5,10
own,10,0,adult,male,170,18,35,7
own,20,0,child,female,35,10,8,13
own,20,0,adult,male,44,0,26,12
own,5,1,senior,female,19,0,61,11
own,15,0,adult,female,54,9,53,12
own,15,3,child,other,99,9,16,9
rent,25,1,child,male,100,0,10,15
own,-0,2,senior,female,174,18,68,2
own,20,0,adult,male,12,11,34,13
own,25,2,child,male,43,20,12,11
own,15,2,child,female,20,18,5,10
rent,5,1,child,female,20,0,11,10
own,20,2,season,male,59,17,48,9
own,10,1,adult,male,18,13,51,9
rent,25,0,adult,male,117,20,37,11
rent,20,1,senior,other,62,20,60,9
own,20,1,child,male,62,12,9,12
own,10,0,adult,male,201,22,47,6
own,15,1,adult,female,110,20,60,10
rent,10,1,senior,female,22,0,72,9
own,25,4,senior,female,109,0,69,13
rent,20,0,child,female,11,8,15,10
own,-10,2,senior,male,128,23,65,1
rent,10,2,adult,female,97,17,31,5
own,20,3,child,female,147,0,10,9
rent,25,0,senior,male,119,0,68,12
own,15,3,child,female,123,19,5,9
own,-5,1,adult,male,162,0,45,6
own,30,2,season,female,59,30,47,13
rent,15,1,adult,female,26,18,28,8
own,20,0,adult,male,156,20,49,7
own,5,0,senior,female,117,0,79,6
own,20,2,child,male,17,9,11,15
own,0,3,child,male,46,9,14,7
own,5,2,adult,female,117,12,48,7
rent,10,0,season,female,47,14,50,6
own,10,1,season,female,18,0,36,12
own,0,5,season,female,13,22,69,4
own,5,1,adult,male,105,11,53,9
own,0,0,senior,female,172,0,70,6
own,-10,2,season,female,27,0,34,4
own,-0,2,adult,female,171,17,24,1
rent,-10,3,season,male,32,24,29,1
own,5,0,season,female,114,8,66,7
rent,5,0,adult,female,132,15,54,4
own,20,1,adult,female,37,20,49,10
rent,25,4,season,male,184,0,71,8
own,5,1,adult,female,99,15,26,6
own,20,0,adult,female,43,10,27,14
own,25,1,adult,male,19,13,60,15
own,5,3,season,female,177,25,32,3
rent,5,2,adult,female,23,5,54,8
own,30,1,adult,female,20,12,44,15
own,-5,3,child,male,123,14,9,2
own,-5,3,senior,male,18,11,80,4
rent,25,1,adult,male,155,14,26,9
rent,15,1,adult,male,109,22,50,6
own,15,3,child,female,15,7,12,12
rent,15,3,child,male,114,27,6,7
own,5,2,senior,female,130,20,78,3
own,10,0,adult,male,17,18,33,11
rent,20,5,adult,female,54,0,49,10
own,10,3,adult,male,29,27,32,6
rent,-10,2,adult,female,38,10,21,3
rent,10,2,adult,male,164,6,52,8
rent,5,1,season,male,119,0,37,5
own,-0,1,child,male,115,0,13,7
own,10,1,season,female,16,19,82,9
own,10,0,adult,female,106,0,28,12
own,-0,0,season,female,60,27,47,3
own,20,1,season,female,93,23,35,10
own,5,2,adult,male,178,11,34,7
own,5,0,season,male,142,0,25,8
rent,-0,3,child,male,30,14,16,6
own,10,1,child,female,62,16,17,11
rent,-5,1,child,male,102,11,16,5
rent,5,2,season,female,44,13,52,6
own,-10,0,season,female,32,16,54,4
rent,25,3,adult,female,163,0,22,10
own,15,2,adult,female,12,12,23,12
rent,-0,1,adult,male,185,24,22,4
own,0,1,senior,female,54,8,71,5
own,5,5,child,male,167,22,7,3
own,20,2,child,male,60,16,12,10
rent,20,3,adult,female,25,12,27,11
own,15,1,adult,male,110,0,19,10
own,10,3,adult,male,105,18,53,8
own,5,1,adult,female,35,0,48,10
rent,20,3,adult,female,165,13,25,8
own,15,0,season,male,118,26,44,7
own,10,3,adult,male,14,26,45,8
own,15,0,adult,female,110,18,31,8
own,0,1,child,female,39,21,7,6
own,20,0,adult,male,175,12,55,10
own,20,0,child,female,36,16,7,15
own,-5,5,senior,male,18,20,61,2
own,-10,2,adult,male,48,0,34,5
own,10,0,season,male,100,16,41,6
own,15,1,senior,female,129,23,69,10
rent,15,1,senior,male,38,1,69,10
own,5,3,child,male,23,8,12,9
rent,-0,1,adult,female,85,0,36,7
own,20,0,adult,female,127,28,42,10
own,10,1,adult,male,117,0,53,9
rent,0,3,season,male,120,16,26,1
own,10,1,child,male,112,12,8,9
own,15,1,senior,male,176,15,63,8
own,20,0,adult,female,22,21,57,13
own,-0,1,adult,male,35,0,25,6
own,20,3,adult,female,195,24,41,6
own,10,0,adult,female,107,23,43,10
rent,5,1,adult,male,48,18,40,5
own,10,0,adult,female,109,11,58,7
own,15,2,child,female,121,18,14,8
rent,15,0,adult,male,57,17,34,8
own,15,2,season,male,91,0,26,9
rent,5,2,child,male,29,11,11,6
own,15,2,adult,male,114,10,58,10
own,5,1,adult,female,26,15,41,8
own,30,3,adult,female,181,0,23,11
own,15,1,child,female,57,21,12,10
rent,15,0,senior,female,13,25,63,10
own,-0,2,adult,female,35,0,41,10
rent,10,3,adult,male,19,24,30,7
own,5,0,adult,female,94,9,38,10
own,15,3,adult,male,36,22,30,9
own,-0,5,senior,male,169,14,70,1
own,10,1,child,female,45,18,14,10
own,10,1,adult,female,126,15,27,7
own,10,3,senior,male,184,18,69,4
own,20,1,adult,male,51,0,50,14
own,-5,2,senior,male,29,0,76,6
own,-0,1,senior,female,102,25,62,4
own,15,1,senior,male,172,21,61,7
own,5,0,senior,female,40,22,86,8
own,5,2,senior,female,16,0,64,9
own,-5,0,adult,male,36,8,19,5
own,25,1,adult,female,131,0,36,13
own,15,0,adult,female,93,10,46,11
rent,10,2,child,male,50,16,14,10
own,30,1,senior,female,60,19,62,11
own,30,4,child,female,103,26,14,10
own,15,0,adult,male,137,19,59,9
own,20,1,adult,female,12,17,42,14
own,15,0,season,male,89,20,64,7
own,30,0,child,other,157,11,9,12
own,20,1,season,male,13,25,36,10
own,5,2,season,male,30,0,43,4
rent,10,4,adult,female,13,7,50,9
own,30,1,adult,female,20,0,52,18
own,15,0,child,male,12,29,6,13
own,5,3,adult,female,31,11,55,6
own,-10,1,adult,female,112,0,57,4
rent,5,0,adult,female,89,15,39,7
own,5,0,child,male,173,15,8,7
own,5,1,senior,male,17,19,72,9
own,25,3,senior,male,58,15,65,11
own,10,0,adult,male,48,25,52,8
own,10,4,adult,female,102,24,33,7
own,5,2,adult,female,127,0,49,7
rent,15,0,season,male,44,24,41,6
own,-10,1,senior,female,43,0,67,5
own,0,4,season,female,13,15,54,3
own,-5,2,season,female,58,16,63,3
own,15,2,senior,female,97,0,80,11
own,10,0,senior,female,166,17,62,6
own,20,0,adult,male,197,0,60,11
own,35,2,senior,male,124,0,61,13
own,15,4,adult,male,31,0,47,13
own,30,2,child,male,51,26,10,13
own,15,0,senior,male,26,14,81,11
rent,20,3,senior,male,169,17,72,6
own,5,1,child,female,28,18,9,7
own,10,2,adult,male,32,19,57,10
own,5,0,adult,female,117,0,34,9
own,15,0,adult,female,102,23,25,11
rent,10,0,adult,female,10,0,39,11
own,15,0,season,male,14,14,41,10
own,15,2,adult,male,36,0,54,13
own,10,1,season,male,15,28,41,7
own,10,2,child,male,39,29,10,8
own,15,4,child,male,125,19,15,9
own,5,3,season,female,24,13,56,6
own,15,0,adult,male,158,0,40,12
own,-10,2,adult,male,123,22,30,3
own,15,1,senior,female,177,9,75,7
rent,20,3,adult,female,16,9,32,11
own,-10,0,child,female,133,14,5,4
own,5,2,adult,female,112,0,49,7
own,10,1,senior,male,159,7,66,6
own,15,1,child,male,90,13,5,9
own,-10,1,adult,male,119,23,30,1
own,0,2,adult,female,184,18,59,4
own,25,1,senior,female,95,13,63,15
rent,15,1,child,female,120,16,7,10
rent,10,3,senior,male,18,8,71,8
own,20,0,adult,female,173,0,38,10
own,5,1,adult,male,12,0,45,9
rent,15,1,senior,male,39,0,70,11
own,20,1,senior,male,131,15,66,11
rent,15,1,season,other,188,6,64,6
own,15,1,child,male,30,10,8,11
rent,10,3,adult,male,106,22,33,3
own,15,2,senior,female,44,10,65,11
own,5,2,adult,male,194,14,54,4
own,-5,1,season,female,30,0,47,7
own,5,4,child,male,25,0,8,9
rent,15,2,season,male,141,26,53,7
own,20,0,adult,male,108,15,33,10
rent,10,3,senior,female,154,0,69,7
rent,-5,2,adult,male,30,12,47,8
own,15,0,senior,female,158,0,67,8
own,5,1,adult,female,47,23,35,9
own,-5,3,adult,male,119,21,45,3
own,-10,0,senior,female,113,22,69,2
own,-5,1,senior,male,49,24,85,6
own,10,2,adult,female,109,0,49,7
rent,0,2,child,male,54,19,16,3
own,10,0,senior,female,117,13,79,8
rent,5,2,senior,female,29,11,66,8
own,-5,0,child,female,128,16,13,3
own,5,1,adult,female,52,0,49,11
own,-10,1,child,female,22,13,9,6
own,-5,5,adult,female,119,10,48,2
rent,10,6,adult,male,42,0,37,7
own,5,1,senior,female,121,24,79,4
own,5,3,adult,male,121,0,35,7
own,5,6,adult,male,169,16,42,2
own,15,2,child,female,128,0,6,11
rent,10,0,adult,female,29,17,56,9
own,-5,0,adult,male,114,0,38,6
own,10,2,child,female,34,9,10,9
own,20,0,adult,male,124,0,52,14
own,15,1,adult,other,185,9,29,10
rent,5,0,adult,female,20,4,50,9
own,25,0,adult,female,44,24,44,14
own,5,3,adult,female,122,29,47,4
own,0,4,adult,male,19,0,44,6
own,10,0,child,female,32,22,17,13
own,0,0,adult,female,43,0,31,9
rent,5,1,season,female,109,8,55,6
own,10,0,adult,female,20,15,54,9
own,10,2,senior,male,14,13,85,9
own,5,0,child,female,96,9,14,9
own,5,1,adult,female,26,16,40,11
own,15,2,adult,male,171,4,37,5
rent,15,2,adult,male,33,16,34,9
own,-0,1,adult,female,99,0,56,9
own,10,0,adult,female,59,10,42,10
own,-15,2,child,female,17,27,12,3
own,5,2,adult,female,98,15,45,6
rent,10,6,senior,female,33,17,73,5
rent,5,3,senior,female,177,10,73,5
own,15,3,senior,male,18,14,69,11
own,20,1,child,female,142,10,11,11
own,15,0,adult,male,35,11,20,9
own,25,2,season,other,16,14,62,11
own,5,2,adult,other,114,0,32,8
rent,5,1,adult,female,16,15,56,10
rent,10,3,adult,male,39,21,33,7
own,10,2,child,female,14,28,10,8
own,15,2,senior,male,18,21,77,12
own,15,0,adult,female,45,26,31,13
own,5,0,child,male,172,7,14,6
own,0,0,adult,female,16,0,51,11
own,0,1,child,female,132,9,14,7
rent,40,0,senior,female,28,0,68,18
own,0,2,adult,female,160,17,39,4
own,10,2,child,male,51,0,6,10
rent,15,2,adult,male,26,13,22,9
rent,20,1,adult,female,123,18,29,8
own,-5,1,senior,male,38,18,76,4
own,25,0,adult,female,106,9,43,12
own,15,0,senior,male,105,13,65,13
own,30,2,season,female,178,13,29,10
own,15,0,adult,female,99,0,23,13
own,35,0,adult,male,123,20,53,14
rent,5,2,senior,male,84,0,79,7
own,15,1,adult,male,180,0,21,10
own,10,5,child,male,174,18,6,5
own,0,1,child,female,35,17,10,8
own,0,0,adult,male,34,12,58,8
own,15,6,child,male,16,17,12,10
rent,20,1,senior,female,37,19,61,12
rent,10,0,senior,other,31,13,76,10
own,-5,4,adult,female,25,29,28,2
own,5,5,senior,male,51,23,69,6
own,10,1,season,female,37,0,66,11
own,5,1,adult,female,102,0,20,8
own,20,0,adult,female,14,10,34,14
own,-5,2,senior,male,63,21,81,3
rent,-0,0,senior,female,30,19,75,5
rent,20,1,adult,male,53,15,32,12
own,-5,1,adult,female,27,20,49,6
own,10,1,season,male,87,10,26,8
own,15,1,senior,male,36,12,68,12
own,10,1,adult,female,48,14,40,11
own,5,1,season,male,175,13,78,4
own,20,5,adult,female,19,18,30,9
own,15,2,senior,male,40,0,63,14
rent,-5,1,adult,male,121,16,27,2
own,25,1,senior,male,115,20,75,11
own,-15,2,season,female,15,26,32,1
own,25,4,adult,female,24,22,45,13
own,25,0,child,female,39,22,18,13
rent,5,3,senior,male,177,19,78,2
own,25,2,child,female,101,23,11,13
own,15,0,senior,female,108,0,75,12
rent,5,1,adult,male,52,21,30,6
own,15,1,child,female,171,23,7,10
own,15,1,adult,female,25,13,46,12
own,5,0,season,female,56,15,42,7
own,-5,2,senior,female,9,20,68,6
own,10,3,adult,female,173,14,32,5
rent,5,0,adult,male,48,0,27,9
own,10,1,child,male,155,13,12,8
own,0,1,adult,female,15,16,44,9
own,20,1,adult,female,54,0,26,16
rent,0,3,adult,male,42,9,38,5
own,5,1,adult,female,178,18,36,5
own,10,0,senior,male,41,18,66,11
rent,10,3,child,male,120,0,12,8
own,10,0,senior,female,14,24,77,10
own,10,1,adult,female,161,22,59,7
own,10,1,child,male,98,0,9,12
own,10,0,adult,other,149,28,54,5
own,-10,0,adult,male,16,20,48,4
rent,20,1,senior,female,56,6,72,13
own,10,1,season,female,101,18,72,8
own,25,0,adult,female,24,15,56,14
own,20,2,season,female,51,0,25,13
own,0,1,senior,male,49,7,68,9
own,5,0,season,female,143,21,71,8
own,10,1,adult,male,120,0,43,8
rent,25,1,adult,female,43,28,59,10
own,10,2,adult,male,163,29,25,3
own,5,1,child,male,95,13,10,7
own,15,3,adult,female,24,7,25,12
own,0,0,adult,male,16,18,43,10
own,10,3,adult,female,58,17,23,10
own,10,2,senior,female,43,11,70,11
own,20,2,senior,male,85,25,63,10
rent,15,0,adult,male,14,0,47,14
own,-5,4,season,male,54,20,37,3
own,-0,1,adult,male,16,18,40,8
own,20,2,adult,male,107,9,28,10
own,5,2,child,male,167,19,14,4
rent,10,2,senior,male,33,15,80,7
own,10,1,season,male,160,0,31,6
own,10,3,child,male,14,16,15,10
own,20,2,season,female,182,18,41,9
own,-0,2,adult,male,36,14,36,6
rent,15,6,adult,female,183,25,21,5
own,20,0,season,male,28,0,85,15
own,10,2,adult,male,33,18,24,11
own,-0,1,season,female,14,13,69,6
own,25,4,adult,male,113,14,21,11
rent,15,0,senior,female,103,14,72,10
own,10,3,adult,female,120,0,40,7
rent,10,3,adult,female,31,17,27,7
own,25,2,senior,other,145,13,62,11
own,10,1,child,male,103,0,10,10
own,5,2,adult,female,40,9,59,9
own,25,3,senior,female,34,20,70,12
rent,10,0,adult,female,134,18,50,7
rent,10,1,season,male,41,16,68,6
own,20,1,adult,male,121,19,52,9
own,5,0,season,male,110,7,57,7
own,20,2,senior,female,50,14,65,11
rent,5,1,child,female,23,21,10,8
own,10,1,season,female,166,17,63,6
own,0,0,adult,other,17,23,52,6
own,35,4,season,female,50,22,49,14
own,15,4,season,male,164,17,32,8
own,5,2,senior,male,108,16,66,6
own,0,2,adult,female,56,14,34,7
own,10,2,adult,female,25,11,43,8
own,25,0,adult,male,60,19,30,14
own,5,0,adult,male,108,0,60,10
rent,10,0,adult,female,156,11,39,8
own,20,2,season,female,179,0,63,11
own,10,2,adult,female,121,12,58,9
own,20,2,child,female,108,18,9,11
rent,-10,2,senior,male,58,23,62,3
own,20,4,senior,male,179,9,74,5
own,10,0,adult,female,194,24,50,5
own,20,4,season,male,102,14,48,9
own,15,2,child,male,29,12,6,14
own,15,0,adult,male,20,11,43,14
own,10,3,adult,male,43,16,53,10
own,-0,1,adult,female,53,23,28,2
own,5,4,child,male,12,26,15,6
own,15,0,child,male,114,11,7,10
own,15,3,child,male,175,18,16,10
own,-0,0,season,male,61,21,54,6
own,20,1,senior,male,172,10,77,10
own,-0,3,child,male,55,0,15,9
own,0,2,senior,male,94,0,81,5
own,20,2,senior,male,94,22,63,9
own,-0,3,child,female,53,26,8,7
own,5,1,season,male,100,10,61,6
own,25,1,adult,male,35,0,41,17
own,5,2,child,female,56,17,17,6
own,35,2,adult,male,22,0,19,17
own,0,2,adult,female,51,0,57,9
own,10,1,child,female,16,16,12,9
own,0,1,adult,female,51,18,39,6
own,0,2,adult,female,124,25,59,4
rent,25,1,senior,female,46,13,66,11
own,10,0,season,male,86,23,58,5
own,15,1,season,male,111,0,57,11
own,20,4,senior,female,33,0,69,11
